project/frontend/main.cpp,0
project/lib/output/core/redis.conf,0
project/tmp/lib/backend/20250726_add_index.sql,0
project/dist/2025-07-25/backend/error.log.2025-07-24,1
project/build/utils/cached_123.tmp,1
project/模块/功能A/error.log.2025-07-24,1
project/模块/docs/frontend/session_987.tmp,1
project/backend/assets/frontend/Roboto-Bold.ttf,0
project/api/Roboto-Bold.ttf,0
project/lib/README.md,0
project/src/build/upload_123.part,1
project/tmp/output/nginx.conf,0
project/lib/功能A/.#方案.docx,1
project/组件/docs/功能B/README.md,0
project/build/lib/chunk-XYZ.js.map,1
project/core/lib/CHANGELOG.md,0
project/测试/index.ts,0
project/lib/assets/v2.3.0/.#方案.docx,1
project/draft/backend/assets/session_987.tmp,1
project/draft/frontend/cache/app.exe,1
project/output/功能A/~$方案.docx,1
project/2025-07-25/tmp/src/chunk-XYZ.js.map,1
project/测试/dist/部署指南.md,0
project/utils/frontend/2025-07-25/session_987.tmp,1
project/cache/core/模块/app.log,1
project/utils/intro.mp4,0
project/cache/docs/src/assets/upload_123.part,1
project/core/banner.png,0
project/dist/功能B/lib/dist/~$方案.docx,1
project/src/组件/assets/upload_123.part,1
project/src/2025-07-25/app.dll,1
project/api/draft/api/error.log.2025-07-24,1
project/output/build/Roboto-Bold.ttf,0
project/组件/测试/error.log.2025-07-24,1
project/api/v2.3.0/output/build/upload_123.part,1
project/cache/build/backend/cached_123.tmp,1
project/模块/assets/CHANGELOG.md,0
project/tmp/api/assets/lib/upload_123.part,1
project/api/frontend/app.dll,1
project/build/build/cached_123.tmp,1
project/组件/dist/模块/~$方案.docx,1
project/2025-07-25/draft/功能A/frontend/npm-debug.log,1
project/docs/build/docs/.eslintcache,1
project/测试/api/src/frontend/~$方案.docx,1
project/tmp/2025-07-25/v2.3.0/.eslintcache,1
project/功能A/20250726_add_index.sql,0
project/utils/docs/draft/assets/main.cpp.swp,1
project/api/dist/部署指南.md,0
project/组件/tmp/20250726_add_index.sql,0
project/cache/src/docs/main.cpp.swp,1
project/测试/tmp/session_987.tmp,1
project/组件/cache/npm-debug.log,1
project/docs/组件/tmp/logo.svg,0
project/v2.3.0/功能A/redis.conf,0
project/组件/src/v2.3.0/frontend/libapp.a,1
project/output/功能A/cache/server.go,0
project/cache/frontend/docs/main.cpp.swp,1
project/api/功能B/draft/Ubuntu.iso.crdownload,1
project/draft/v2.3.0/npm-debug.log,1
project/v2.3.0/assets/src/server.go,0
project/功能A/2025-07-25/CHANGELOG.md,0
project/core/banner.png,0
project/v2.3.0/index.ts,0
project/测试/cache/main.cpp.swp,1
project/frontend/cache/20250725_create_user.sql,0
project/output/core/组件/npm-debug.log,1
project/utils/lib/tmp/main.cpp,0
project/docs/frontend/app.log,1
project/模块/v2.3.0/测试/app.dll,1
project/utils/utils/v2.3.0/utils/Ubuntu.iso.crdownload,1
project/src/tmp/cache/server.go,0
project/frontend/core/组件/~$方案.docx,1
project/cache/draft/app.dll,1
project/cache/assets/npm-debug.log,1
project/docs/lib/20250726_add_index.sql,0
project/模块/模块/v2.3.0/error.log.2025-07-24,1
project/dist/core/chunk-XYZ.js.map,1
project/output/src/lib/docs/.#方案.docx,1
project/api/api/2025-07-25/chunk-XYZ.js.map,1
project/模块/docs/测试/.eslintcache,1
project/backend/utils/core/tmp/.eslintcache,1
project/模块/draft/tmp/server.go,0
project/tmp/dist/dist/settings.json,0
project/assets/20250725_create_user.sql,0
project/功能B/cache/build/CHANGELOG.md,0
project/draft/功能A/backend/tmp/chunk-XYZ.js.map,1
project/组件/CHANGELOG.md,0
project/build/backend/功能B/App.java,0
project/测试/docs/组件/npm-debug.log,1
project/dist/CHANGELOG.md,0
project/output/组件/build/功能B/error.log.2025-07-24,1
project/测试/index.ts,0
project/dist/功能B/main.cpp.swp,1
project/build/20250726_add_index.sql,0
project/docs/功能B/nginx.conf,0
project/utils/api/功能B/Ubuntu.iso.crdownload,1
project/utils/frontend/build/Roboto-Bold.ttf,0
project/core/功能B/backend/组件/app.log,1
project/cache/build/app.dll,1
project/测试/模块/.#方案.docx,1
project/模块/2025-07-25/src/main.cpp.swp,1
project/draft/frontend/upload_123.part,1
project/frontend/draft/组件/session_987.tmp,1
project/draft/cache/tmp/src/main.o,1
project/src/模块/main.cpp,0
project/2025-07-25/backend/redis.conf,0
project/测试/2025-07-25/功能B/功能A/chunk-XYZ.js.map,1
project/v2.3.0/lib/main.obj,1
project/tmp/output/api/architecture.pdf,0
project/frontend/draft/build/main.o,1
project/v2.3.0/settings.json,0
project/output/tmp/v2.3.0/cache/.eslintcache,1
project/core/api/app.dll,1
project/tmp/backend/draft/v2.3.0/Ubuntu.iso.crdownload,1
project/组件/功能B/.eslintcache,1
project/api/build/utils/Ubuntu.iso.crdownload,1
project/组件/output/upload_123.part,1
project/功能B/功能B/utils/npm-debug.log,1
project/draft/功能B/assets/app.dll,1
project/utils/build/draft/utils/~$方案.docx,1
project/frontend/测试/tmp/banner.png,0
project/v2.3.0/20250726_add_index.sql,0
project/output/模块/lib/~$方案.docx,1
project/backend/backend/docs/output/.eslintcache,1
project/core/dist/build/Ubuntu.iso.crdownload,1
project/assets/Roboto-Bold.ttf,0
project/功能A/build/模块/index.ts,0
project/功能A/src/build/.#方案.docx,1
project/tmp/v2.3.0/server.go,0
project/lib/部署指南.md,0
project/lib/core/backend/logo.svg,0
project/frontend/app.yaml,0
project/assets/src/core/CHANGELOG.md,0
project/v2.3.0/draft/utils/utils.py,0
